Author	Id	Content	Created_at	Edited_at	Mentions
Jerry	725280916444020737	I guess in this game with barely any PR roles, "applying pressure" just means trying to get someone to talk a lot so that other players can get reads on them	2020-06-24 09:27:25.548000	None	
Jerry	725282404582948884	Lol I like that meta reason	2020-06-24 09:33:20.348000	None	
Jerry	725282761807757362	Yeah sounds plausible if we're unexpected with the timing	2020-06-24 09:34:45.517000	None	
Jerry	725282815398117377	Just have to be careful not to give the werewolves leeway to swing votes that way	2020-06-24 09:34:58.294000	None	
Jerry	725284015170388029	Revealing peddler would be pretty bad but that's 1 in 16	2020-06-24 09:39:44.342000	None	
Jerry	725284588145868870	That would never happen mikaelsson I don't know what you are talking about xD	2020-06-24 09:42:00.950000	None	
Jerry	725284818673467444	Has anyone done the peddler maths on the best day to reveal yet?	2020-06-24 09:42:55.912000	None	
Jerry	725284906980081685	Basically what is the largest number of people you can give heirlooms to without dying, them dying or giving the werewolves an heirloom	2020-06-24 09:43:16.966000	None	
Jerry	725284986420199486	I guess calling it a "day to reveal" is inaccurate	2020-06-24 09:43:35.906000	None	
Jerry	725285050580598785	More like when to use the information aggressively	2020-06-24 09:43:51.203000	None	
Jerry	725285072311418912	Or when to stop sending out heirlooms	2020-06-24 09:43:56.384000	None	
Jerry	725285150447108186	Maybe giving the werewolves an heirloom isn't the end of the world	2020-06-24 09:44:15.013000	None	
Jerry	725285261503889429	As long as the peddler information doesn't die with the peddler	2020-06-24 09:44:41.491000	None	
Jerry	725285427581550612	peddler knows who they gave heirlooms to	2020-06-24 09:45:21.087000	None	
Jerry	725285458514542603	and therefore who knew that they were the peddler	2020-06-24 09:45:28.462000	None	
Jerry	725285778250268674	The last one to receive a ~~candle~~ heirloom might be more likely to be a ww	2020-06-24 09:46:44.693000	2020-06-24 09:47:31.269000	
Jerry	725285892549247026	If the chancellor received an heirloom previously but didn't protect the peddler, then they would be a werewolf most likely	2020-06-24 09:47:11.944000	None	
Jerry	725286772732330005	Do you not remember the conversation we had about CSM after last game?	2020-06-24 09:50:41.796000	None	
Jerry	725287055109783553	Cat's approach would be one way of doing it	2020-06-24 09:51:49.120000	None	
Jerry	725287415106895954	Other possibility is that the real peddler might be able to subtly hint in advance who they will be giving an heirloom to. They are aiming for it to look innocent during the day, but be obvious enough with hindsight if the peddler dies in the night.	2020-06-24 09:53:14.950000	None	
Jerry	725287575505600513	I think it would be difficult for the werewolves to deduce it	2020-06-24 09:53:53.192000	None	
Jerry	725287645156081664	So that if the peddler dies during the night, you know who knew they were the peddler	2020-06-24 09:54:09.798000	None	
Jerry	725287713879621693	It isn't very relevant for D1/N1 but is more important later	2020-06-24 09:54:26.183000	None	
Jerry	725288505936183298	Yeah delaying a kill does seem like a strong werewolf strat	2020-06-24 09:57:35.024000	None	
Jerry	725288750279557210	Maybe a mixed strategy is best - hypothetical list for first two days and then stop doing it?	2020-06-24 09:58:33.280000	None	
Jerry	725289179306524712	Hinting is better if it can be done well but it's really difficult and can be double-edged	2020-06-24 10:00:15.568000	None	
Jerry	725289227272585216	Since the werewolves can potentially identify the peddler from it	2020-06-24 10:00:27.004000	None	
Jerry	725289376392937483	And actually if the werewolves discover the peddler early then the hinting starts helping them in the same way	2020-06-24 10:01:02.557000	None	
