Author	Id	Content	Created_at	Edited_at	Mentions
Fircoal	725073160898085015	So here is what I was thinking. As cool as the governor sounds their powers aren't exactly that strong at this stage of the day. So while I think we all would like to be governor I don't think it's a priority for any peeps. Added to that I think there is more than just that at play. Werewolves probably are going to realize that being governor isn't actually that helpful. While having a town chancellor that could possibly block their NK is bad, it's a small chance, and probably is **the smallest chance on Night 1 than any other night.** Therefore the chancellor power is at it's weakest. Furthermore, if a werewolf is gov, in order to get a werewolf chancellor they have to pick it themselves which is going to bring a lot of suspicion onto that player if the wolfgov is ever sac'd, which means it's not a very good idea for low reward.	2020-06-23 19:41:52.766000	None	
Fircoal	725073363386761266	Why do I bring this up? Because I think the wolves will realize this and realize that the potential of looking greedy by trying to grab the gov power is not worth the tiny benefit they'd get by winning.	2020-06-23 19:42:41.043000	None	
Fircoal	725073453803110451	Thusly I feel like anyone who voted themselves to be governor is likely town	2020-06-23 19:43:02.600000	None	
Fircoal	725073797912199200	Sure but that's only if that's likely to happen, which who knows. If the wolf is a gov that makes it less likely the wolf can be a chancellor just by math.	2020-06-23 19:44:24.642000	None	
Fircoal	725073943207346206	I guess my point is, I think gov is the argument that wolves are prepared to concede. Especially this early.	2020-06-23 19:44:59.283000	None	
Fircoal	725074140423258274	Oh and as for why I'm voting mik in particular outside of not liking bandwagoning, I really don't like how he was bringing up how we should vote for the gov before we vote for sacs	2020-06-23 19:45:46.303000	None	
Fircoal	725074301807624292	Sacs are our bread and butter. That's how we get information and move the game along. 2 days is not a lot of time especially on Day 1. We need to progress, not wait for something that doesn't nearly matter as much.	2020-06-23 19:46:24.780000	None	
Fircoal	725074699335499796	no I'm not	2020-06-23 19:47:59.558000	None	
Fircoal	725074763772592279	I'm saying I don't like bandwagonning (you were the 3rd vote on pqr for gov)	2020-06-23 19:48:14.921000	None	
Fircoal	725074814074749028	Although I'm not sure how much that actually matters tbh	2020-06-23 19:48:26.914000	None	
Fircoal	725074862401519687	I'm more concerned with trying to delay sacrifice votes.	2020-06-23 19:48:38.436000	None	
Fircoal	725075024154984642	And it's not necessarily that D1 gov powers are weak (although they kinda are), it's that they're especially weak for wolves.	2020-06-23 19:49:17.001000	None	
Fircoal	725075588074701196	Just to note, I'm not against us voting on gov and finding someone, I just also want to be wolf hunting and voting at the same time.	2020-06-23 19:51:31.450000	None	
Fircoal	725075848759214091	I don't know if people dont' take them serious as much as it is that you need them to sort of ramp up so someone can slip up	2020-06-23 19:52:33.602000	None	
Fircoal	725076034784985178	I mean I am aware my arguments for example are weak, and on day 2 they'd probably be a nothingburger, but they're a starting point, and we need starting points to get to better arguments.	2020-06-23 19:53:17.954000	None	
Fircoal	725076295557447804	Emoji poll: |newline| Should Caetra ignore this? |newline| <:jesterparody:483354919995179018> Yes |newline| <:aaah:655201903025586188> No |newline| Vote now!	2020-06-23 19:54:20.127000	None	
Fircoal	725076653939621978	oh right the protection lol	2020-06-23 19:55:45.572000	None	
Fircoal	725076828972384326	That said I still don't think that makes wolves any more likely to ask for it because that makes them only more suspicious to ask for it. (or would to most eyes)	2020-06-23 19:56:27.303000	None	
Fircoal	725077062276218921	I promise to only pin memes and jokes if I'm elected.	2020-06-23 19:57:22.927000	None	
Fircoal	725077249023279135	Well I'd answer myself to both 🤔	2020-06-23 19:58:07.451000	None	
Fircoal	725077389343850568	I think sharur provides valuable insight as town	2020-06-23 19:58:40.906000	None	
Fircoal	725077602171355256	yuck	2020-06-23 19:59:31.648000	None	
Fircoal	725077661369499679	<:smash:655203580675883021>	2020-06-23 19:59:45.762000	None	
Fircoal	725077818777665646	everyone but Sharur is what Raven said	2020-06-23 20:00:23.291000	None	
Fircoal	725077888705101916	(I think it was Raven who said it, I can't recall for sure)	2020-06-23 20:00:39.963000	None	
Fircoal	725079183310454854	Hi Sharur	2020-06-23 20:05:48.621000	None	
Fircoal	725079203380461640	I thought that's what you said	2020-06-23 20:05:53.406000	None	
Fircoal	725081114724794432	I do too	2020-06-23 20:13:29.106000	None	
Fircoal	725081155036119110	My point is less that we shouldn't focus on elections	2020-06-23 20:13:38.717000	None	
Fircoal	725081192977662055	but that to not focus on sacraficing is a big mistake	2020-06-23 20:13:47.763000	None	
Fircoal	725082459263205476	bad @ cat	2020-06-23 20:18:49.669000	None	
Fircoal	725082804236451840	same	2020-06-23 20:20:11.917000	None	
Fircoal	725083965370794056	I am not sure how it  is a strong option for town	2020-06-23 20:24:48.753000	None	
Fircoal	725084563314966660	I object to it because it's easy for werewolves to not have to put their foot down and show that they have preferences	2020-06-23 20:27:11.314000	2020-06-23 20:27:33.446000	
Fircoal	725084590699708568	It's harder to track what they know	2020-06-23 20:27:17.843000	None	
Fircoal	725084603643068466	also it's just less fun	2020-06-23 20:27:20.929000	None	
Fircoal	725085857941291119	<@!286950779187625984> : |newline| https://discordapp.com/channels/212660788786102272/720674005807267881/725074140423258274 |newline| https://discordapp.com/channels/212660788786102272/720674005807267881/725074301807624292 |newline|  |newline| in response to:  |newline| https://discordapp.com/channels/212660788786102272/720674005807267881/725028777188524153	2020-06-23 20:32:19.977000	None	,Sharur#7043
Fircoal	725085896537407558	that is why	2020-06-23 20:32:29.179000	None	
Fircoal	725086178637906035	Why did you have in mind?	2020-06-23 20:33:36.437000	None	
Fircoal	725086297076662322	(for what it's worth I also didn't like his bandwagon gov vote for pqr with little reason, but that is the lesser item imo)	2020-06-23 20:34:04.675000	None	
Fircoal	725086327514726450	lol	2020-06-23 20:34:11.932000	None	
Fircoal	725087003770617907	If elected I will pick chancellor by whoever has the best meme.	2020-06-23 20:36:53.164000	None	
Fircoal	725100126233690163	to long;didn't read	2020-06-23 21:29:01.803000	None	
Fircoal	725116657646960690	I think I'm seeing Deja Vu	2020-06-23 22:34:43.199000	None	
Fircoal	725116888631214142	It is not obvious to me. thank you for the information. 👍	2020-06-23 22:35:38.270000	None	
Fircoal	725118108049604649	I feel like people were missing my point lol	2020-06-23 22:40:29.002000	None	
Fircoal	725118173581410385	or well are missing my point	2020-06-23 22:40:44.626000	None	
Fircoal	725118291944931349	Basically like, I never said governor isn't important or bad for town on D1	2020-06-23 22:41:12.846000	None	
Fircoal	725118376179007569	But rather than the risk of appearing sus in trying to grab governor as a wolf on D1 outweights the benefits it brings.	2020-06-23 22:41:32.929000	None	
Fircoal	725118514171609219	Yes	2020-06-23 22:42:05.829000	None	
Fircoal	725118563307749466	that's why I was waiting to post it until people had thrown themselves into the ring	2020-06-23 22:42:17.544000	None	
Fircoal	725118568420737114	or didn't	2020-06-23 22:42:18.763000	None	
Fircoal	725118634837671975	although even still	2020-06-23 22:42:34.598000	None	
Fircoal	725118710775283752	I'd argue in general on day 1 a wolf would rather be not noticed than do things that specifically give them attention	2020-06-23 22:42:52.703000	None	
Fircoal	725118743964942426	unless it's clear pro-town attention	2020-06-23 22:43:00.616000	None	
Fircoal	725118950274367519	yupyup	2020-06-23 22:43:49.804000	None	
Fircoal	725119942558613686	I do think that is true to a degree.	2020-06-23 22:47:46.383000	None	
Fircoal	725120313217646622	I'm pretty sure the <werewolf693949777167253634> want it later on	2020-06-23 22:49:14.755000	None	
Fircoal	725382558312956014	🥱 I am tired, and why do I get the feeling there is a lot to read ;w;	2020-06-24 16:11:18.858000	None	
Fircoal	725383319466016919	🐐	2020-06-24 16:14:20.331000	None	
Fircoal	725384832368115823	is it though?	2020-06-24 16:20:21.035000	None	
Fircoal	725384979038732385	I prefer Baits theorem over Bayes' Theorem	2020-06-24 16:20:56.004000	None	
Fircoal	725395632776282113	I lack full context here because I still haven't been able to read up	2020-06-24 17:03:16.053000	None	
Fircoal	725395765152841808	But I do think that newer players should be given some leniency for quite a few reasons.	2020-06-24 17:03:47.614000	None	
Fircoal	725396159983779861	I mean all bad ideas should get pushback	2020-06-24 17:05:21.749000	None	
Fircoal	725396173015351344	because they're bad ideas	2020-06-24 17:05:24.856000	None	
Fircoal	725396341123186745	That sounds like support of the idea anders, not of the player	2020-06-24 17:06:04.936000	None	
Fircoal	725396467715408296	There are much better ways to frame your thought of the player not being a wolf than to legitimize the idea	2020-06-24 17:06:35.118000	None	
Fircoal	725396539220033556	me neither	2020-06-24 17:06:52.166000	None	
Fircoal	725396571340144711	I want to do that although fast posts here makes that hard	2020-06-24 17:06:59.824000	None	
Fircoal	725396613287116880	~~why can't people post more at reasonable times~~	2020-06-24 17:07:09.825000	None	
Fircoal	725397201475600394	Yes	2020-06-24 17:09:30.060000	None	
Fircoal	725397275714781294	At least until we find very likely town	2020-06-24 17:09:47.760000	None	
Fircoal	725399887600156750	I like the idea of me being chancellor <:teacher:689251902311104515>	2020-06-24 17:20:10.482000	None	
Fircoal	725400025173196810	My fear for emoji poll is that wolves can manipulate it	2020-06-24 17:20:43.282000	None	
Fircoal	725400305503699007	Bandwagoning is going to make the wolves less likely to manipulate imo	2020-06-24 17:21:50.118000	None	
Fircoal	725400409983942767	The closer it is the more the wolves can slyly boost or not boost leading players	2020-06-24 17:22:15.028000	None	
