Author	Id	Content	Created_at	Edited_at	Mentions
conjugate	725031518342348911	hmm, speaking of random	2020-06-23 16:56:24.407000	None	
conjugate	725031560696430603	shouldnt whoever the chancellor saves be random at least on day1	2020-06-23 16:56:34.505000	None	
conjugate	725031580279504957	public random	2020-06-23 16:56:39.174000	None	
conjugate	725031635535265882	to ensure that in the case we got a WW chancellor	2020-06-23 16:56:52.348000	None	
conjugate	725031642946863196	ohwait	2020-06-23 16:56:54.115000	None	
conjugate	725031695211954269	but then WW can see who it is and simply go other target xd	2020-06-23 16:57:06.576000	None	
conjugate	725031731765313627	nvm scratch that	2020-06-23 16:57:15.291000	None	
conjugate	725031828343488552	yeah but random in night is not something they can prove, right?	2020-06-23 16:57:38.317000	None	
conjugate	725032011265474651	but if random during night in a way that can be proven to us is possible	2020-06-23 16:58:21.929000	None	
conjugate	725032036288692294	it sounds like the best solution?	2020-06-23 16:58:27.895000	None	
conjugate	725032153125093397	makes sure no weird shenanigans with WW dodging its ability happen	2020-06-23 16:58:55.751000	None	
conjugate	725032225220984862	it has 1/8 to work this way, right?	2020-06-23 16:59:12.940000	None	
conjugate	725032249220661298	if it hits the killer WW or his target	2020-06-23 16:59:18.662000	None	
conjugate	725032472034934862	while another way has less bc it has 1/8 if we have chance villager and 0 if chance WW?	2020-06-23 17:00:11.785000	None	
conjugate	725032597574385725	(please dont treat anything i say too seriously, i havnt played mafia in about 312 years and surely not with these new rules or on discord)	2020-06-23 17:00:41.716000	None	
conjugate	725032648476590091	and would love to hear why everything i say is absolute bullshit too	2020-06-23 17:00:53.852000	None	
conjugate	725032797550542869	oops, revealed that i lived over 312years, am now confirmed werewolf	2020-06-23 17:01:29.394000	None	
conjugate	725032830337548449	sac me	2020-06-23 17:01:37.211000	None	
conjugate	725034121838985288	16 players, 2 good targets, no?	2020-06-23 17:06:45.129000	None	
conjugate	725034204819095574	oh sacrifice is before night	2020-06-23 17:07:04.913000	None	
conjugate	725034272385139231	even better then:)	2020-06-23 17:07:21.022000	None	
conjugate	725034481605541918	random night kill, what?	2020-06-23 17:08:10.904000	None	
conjugate	725034505337045113	i dont think the wolves kill at random	2020-06-23 17:08:16.562000	None	
conjugate	725034554687225856	i mean, i would be happy if they start eating themselves	2020-06-23 17:08:28.328000	None	
conjugate	725034598597263441	good riddance	2020-06-23 17:08:38.797000	None	
conjugate	725034788414554182	so 1/11 or 1/12 for the random night kill	2020-06-23 17:09:24.053000	None	
conjugate	725034815765741729	depending if we sacrifice werewolf or villager	2020-06-23 17:09:30.574000	None	
conjugate	725034980908204043	but i dont see why this calc is correct	2020-06-23 17:10:09.947000	None	
conjugate	725035191021863023	4 wolves?	2020-06-23 17:11:00.042000	None	
conjugate	725035208960770129	ur calculating for a specific person to be jailed and saved	2020-06-23 17:11:04.319000	None	
conjugate	725035265046872104	we dont care about that, we know the wolves will try to kill some1	2020-06-23 17:11:17.691000	None	
conjugate	725035276866551870	right?	2020-06-23 17:11:20.509000	None	
conjugate	725035443631947796	why?	2020-06-23 17:12:00.269000	None	
conjugate	725035553682096200	2 of the 15 players are "good" jail targets, correct?	2020-06-23 17:12:26.507000	None	
conjugate	725035782636568638	so it has 2/15 to work if we chancellor at random, if WW chancellor or villager chancellor, doesn't matter	2020-06-23 17:13:21.094000	None	
conjugate	725035905961951254	as long as we have a way to prove the chancellor choice was random in retrospect, otherwise WW chancellor can bamboozle us and show us "random" that was in according with their plan	2020-06-23 17:13:50.497000	2020-06-23 17:14:27.356000	
conjugate	725036072790392963	exactly	2020-06-23 17:14:30.272000	None	
conjugate	725036170836181012	random chancellor choice counters wolf chancellor, and causes no particular harm to villager chancellor at this point, since we know nothing about anyone	2020-06-23 17:14:53.648000	None	
conjugate	725036465360338955	he can upload a screenshot of his random result to a site and post us the link, on a site where the image is locked until a certain date	2020-06-23 17:16:03.868000	None	
conjugate	725036657463525459	village has no internet?	2020-06-23 17:16:49.669000	None	
conjugate	725036665487360051	:D	2020-06-23 17:16:51.582000	None	
conjugate	725036997827100764	should we try to look for other creative ways to prove random chancellor jail choice?	2020-06-23 17:18:10.818000	None	
conjugate	725037022120771604	or should this not be allowed in general	2020-06-23 17:18:16.610000	None	
conjugate	725037276106588202	alright	2020-06-23 17:19:17.165000	None	
conjugate	725037395782664232	what about the dice set and tin box in the village tavern?	2020-06-23 17:19:45.698000	None	
conjugate	725037408080363610	(alright!)	2020-06-23 17:19:48.630000	None	
conjugate	725038005781528596	ill vote willow for governor, because he seems to be the only one asking for it	2020-06-23 17:22:11.133000	None	
conjugate	725038158814642257	they*	2020-06-23 17:22:47.619000	None	
conjugate	725038852120641547	isnt it more important to have chancellor town than governor town early?	2020-06-23 17:25:32.916000	None	
conjugate	725038929337778207	gov wont use his power in all likelihood after all	2020-06-23 17:25:51.326000	None	
conjugate	725039150603960370	not that i have anything against pqr either, but the fact so many voted for him without coordination makes me wonder if its some cabal by our canine friends to put one of their own in power	2020-06-23 17:26:44.080000	None	
conjugate	725039422915215460	ye ok pqr, i see	2020-06-23 17:27:49.004000	None	
conjugate	725039445346222160	nvm i take back my blame:D	2020-06-23 17:27:54.352000	None	
conjugate	725039508126564383	at the point there r alrdy a few votes for some1 it can also be a herd effect	2020-06-23 17:28:09.320000	None	
conjugate	725039540535951400	esp when we have nothing to build on	2020-06-23 17:28:17.047000	None	
conjugate	725044026105004142	amm so noob question, when does a day end?	2020-06-23 17:46:06.490000	None	
conjugate	725044067960094780	24h after the initial message in votes chat?	2020-06-23 17:46:16.469000	None	
conjugate	725044616914796605	okok	2020-06-23 17:48:27.350000	None	
conjugate	725049089716387850	werewolves are more likely to be moving apartments often so their kills dont become too suspicious	2020-06-23 18:06:13.749000	None	
conjugate	725063572610351274	keeping 1 available unused villager is very powerful	2020-06-23 19:03:46.740000	None	
conjugate	725063591966801982	whoops, wrong game	2020-06-23 19:03:51.355000	None	
conjugate	725063703736746124	perhaps they r keeping him for hex in night phase	2020-06-23 19:04:18.003000	None	
conjugate	725064496854335599	yes, or that	2020-06-23 19:07:27.097000	None	
conjugate	725065735692484711	good question, i dont have any particularly strong hunch	2020-06-23 19:12:22.459000	None	
conjugate	725065844647788686	i tend to assume people who aggressively blame me are WWs, but they might just be paranoid villagers:)	2020-06-23 19:12:48.436000	None	
conjugate	725066053595693176	also im not entirely sure if i just wanna throw all my guesses out here just yet, if they are too good maybe i will be swiftly rid of in night phase	2020-06-23 19:13:38.253000	None	
conjugate	725066492349251644	PAAANIC	2020-06-23 19:15:22.860000	None	
conjugate	725066512527786015	LETS GET OUR GOVT GOING:)	2020-06-23 19:15:27.671000	None	
conjugate	725066831378907177	wouldnt anyone that knows he is a villager prefer to be governor if he is given that option though?	2020-06-23 19:16:43.691000	None	
conjugate	725067089408163934	disagree will, we should get chancellor power used as much as possible imo and no gov means no chancellor	2020-06-23 19:17:45.210000	None	
conjugate	725067470355824641	do u need to have over half the votes to be chosen? or just more than all other contenders?	2020-06-23 19:19:16.035000	None	
conjugate	725067814309855292	since pqr has so many votes alrdy, i find it rather unlikely that any1 else would be chosen for day1, maybe we should move on with it	2020-06-23 19:20:38.040000	None	
conjugate	725067927430103370	doesnt seem likely that all other players will have such a unified opinion to 1 of the other options:D	2020-06-23 19:21:05.010000	None	
conjugate	725067976604123178	but i guess current votes can change too	2020-06-23 19:21:16.734000	None	
conjugate	725069383843708978	is there a reason not to have a lynch?	2020-06-23 19:26:52.246000	None	
conjugate	725069740397035642	always sacrifice every day, no? its not like we have such powerful info revealing roles to build upon	2020-06-23 19:28:17.255000	None	
conjugate	725069817035489322	if we dont use our opportunity to sac, we will die at night anyway	2020-06-23 19:28:35.527000	None	
conjugate	725069998166376548	lemme hear them edgecases:)	2020-06-23 19:29:18.712000	None	
conjugate	725070376820015205	becuase if u vote wrong and then he kills, u r left 50% WW and lose	2020-06-23 19:30:48.990000	None	
conjugate	725070382931116122	ye i see	2020-06-23 19:30:50.447000	None	
conjugate	725070411414634557	makes sense	2020-06-23 19:30:57.238000	None	
conjugate	725071010860105848	the chances of villager chancellor blocking a kill are not that low	2020-06-23 19:33:20.157000	None	
conjugate	725071100912074864	especially if rogue is used, which means even just having a town chancellor might dissuage our wolves from using rogue that round	2020-06-23 19:33:41.627000	None	
conjugate	725071948438044742	do u think there is a higher chance that a WW governor picks town chancellor than a town governor picks town chancellor?	2020-06-23 19:37:03.693000	None	
conjugate	725071991786176522	maybe we should just figure out who the WW r	2020-06-23 19:37:14.028000	None	
conjugate	725072006587875348	just to give them governor role	2020-06-23 19:37:17.557000	None	
conjugate	725072010648092692	of course	2020-06-23 19:37:18.525000	None	
conjugate	725072020899102811	come out!	2020-06-23 19:37:20.969000	None	
conjugate	725072031829327945	let us know	2020-06-23 19:37:23.575000	None	
conjugate	725072353922646080	yes, i think i was the 1 who raised the option for hound to reveal immediately so we can give them governor	2020-06-23 19:38:40.368000	None	
conjugate	725072372704608357	but i alrdy got convinced it was a bad idea	2020-06-23 19:38:44.846000	None	
conjugate	725072394020061215	we can stop returning to that point i think	2020-06-23 19:38:49.928000	None	
conjugate	725078709727527003	NK protection on a specific villager doesnt really seem to matter much if at all at this point?	2020-06-23 20:03:55.710000	None	
conjugate	725079176398372895	hello back	2020-06-23 20:05:46.973000	None	
conjugate	725079262863818853	we decided you are governor	2020-06-23 20:06:07.588000	None	
conjugate	725079301187436576	or that you are sacrificed	2020-06-23 20:06:16.725000	None	
conjugate	725079307378229299	not sure yet	2020-06-23 20:06:18.201000	None	
conjugate	725080960546242701	speaking of exploring the implications of the setup	2020-06-23 20:12:52.347000	None	
conjugate	725081063482720338	we discussed rogue and hound, but not peddler, just gonna raise it here in case peddler is afraid to put light on himself by asking such a question	2020-06-23 20:13:16.889000	None	
conjugate	725081375681806347	peddler chancellor sounds like the perfect thing	2020-06-23 20:14:31.323000	None	
conjugate	725081410800451644	if we can slowly get him there as we gradually learn who he is	2020-06-23 20:14:39.696000	None	
conjugate	725082171693465630	cant hurt	2020-06-23 20:17:41.107000	None	
conjugate	725082425088147566	what r the odds for town to win by just saccing random every day?:D	2020-06-23 20:18:41.521000	None	
conjugate	725082780920315944	30% sounds way higher than i imagined	2020-06-23 20:20:06.358000	None	
conjugate	725083639616110682	was jerry and not raven that did the random i think?	2020-06-23 20:23:31.087000	None	
conjugate	725084382720950423	it sounds like a strong thing that the option of using proven randomness exists, because it may often put wolves in a situation where they seem suspicious simply by not taking the random route	2020-06-23 20:26:28.257000	None	
conjugate	725084537788301453	anyway was confirmed that its not allowed to use it	2020-06-23 20:27:05.228000	None	
conjugate	725123671307583519	we're not close (yet)	2020-06-23 23:02:35.386000	None	
conjugate	725130257396531231	gonna change my gov vote to pqr as well, he has quite a lot of votes alrdy and i think we would benefit most from just choosing a govt already, we don't really have any basis for things atm and "died day1 last game" is as good a reason as any to want it	2020-06-23 23:28:45.632000	None	
conjugate	725142299318681721	i would say there's probably a higher chance to find WWs in the list of voters to some1 like that, because it's psychologically easier for them to just go with the horde instead of having to make choices that might implicate them or help us read things later?	2020-06-24 00:16:36.650000	None	
conjugate	725142360903909476	that being said, i dont think it says anything about whether the voted gov is village or WW	2020-06-24 00:16:51.333000	None	
conjugate	725142538188750879	at the start i was concerned about it as well (which is why initially i voted for the only other person that wanted to be gov)	2020-06-24 00:17:33.601000	None	
conjugate	725142709660024883	but i think since it's mostly decided already, and because it doesnt even say anything about pqr, better just move on and get a gov going for a more productive discussion tomorrow	2020-06-24 00:18:14.483000	None	
conjugate	725262322746130451	just wait for it:)	2020-06-24 08:13:32.465000	None	
conjugate	725262339003252787	im writing explanations for raven	2020-06-24 08:13:36.341000	None	
conjugate	725262348390236171	textwall soon	2020-06-24 08:13:38.579000	None	
conjugate	725263095596843078	okay here we go, the mother of all textwalls inc	2020-06-24 08:16:36.727000	None	
conjugate	725263137892204604	i will try to be more concise in the future, i promise:D	2020-06-24 08:16:46.811000	None	
conjugate	725263217848483841	Answers for ravenshard: |newline|  |newline| **1) Suggested to go after lurkers 20 minutes into the game, was pre-mature to say the least.** |newline|  |newline| This wasn't very serious, although.. people were discussing things even before the game started (after we got the roles), so it isn't exactly 20 minutes. |newline|  |newline| **2) Suggested hound reveal themselves D1 to become gov.  It's a decent idea, but it's still asking for PRs to claim D1 when we have 1 maybe 2.  Truffles suggested the same thing in game 5.5  Now you may say Cat backed down from this suggestion and doesn't support it anymore and played it off as inexperience.  Truffles has a similar excuse of only playing g5 and saying the mass claim there was the only meta she knew.** |newline|  |newline| We were throwing off ideas on how to utilize the roles, the reasoning behind why i offered this is that as village we have little to no info to build on in day1, and this was at least something we can be sure about, not much more.. After hearing many solid arguments against it I backed down. |newline|  |newline| Inexperienced player VS wolf pretending stupidity argument - I have played a LOOOOT of similar deduction games (mostly resistance & secret hitler), but only played mafia a handful of times, in a very casual setting irl(we surely didn't have a defined meta, or strong deductive tendencies for the game at all), so maybe this can explain bazkit's https://discordapp.com/channels/212660788786102272/720674005807267881/725168482420785202 concerns.. but sadly I don't have a way to prove to you that i am a new player, you'll have to take my word on that (or not). To me a new player trying (perhaps not so successfully) to find reason in the chaos by throwing out there a lot of (not so good) ideas sounds like a better explanation than a WW that just decided to upset everyone by saying stupid shit and make himself a target.	2020-06-24 08:17:05.874000	None	
conjugate	725263250014339074	**3) Voted for me cause I'm "quick to blame others" - this is an opinion and it's fine.  I just don't know where I was "blaming" others anywhere.  The most I'd said is that we had a frontrunner (cat) and disagreed with about every idea put forward** |newline|  |newline| I was referring to your "we have a frontrunner" quote there, as villager i feel very uncertain about what i attribute to potential WW behavior at this point and i am not quick to write people off as one thing or the other, and i felt like your jump to conclusion there was a bit much, combined with the way this sentence was put forth as a "we the village have come to a conclusion", and not "this is my opinion", made me suspicious of your motives.	2020-06-24 08:17:13.543000	None	
conjugate	725263285494087711	**4)  Bad logic, to me it appears Cat is trying to mislead town.  Numbers are hard so I'm not blaming them, but nonetheless, bad logic** |newline|  |newline| So what we were talking about there is odds for randomally chosen jail to be effective (no longer a relevant discussion because since then proven randomness was banned), I can try to shed some light on that, but I should also mention that at this point I was not quite aware that gov and chancellor are immune to NK on first term, so all numbers are off and it was all nonsense anyway: |newline|  |newline| in here https://discordapp.com/channels/212660788786102272/720674005807267881/725034285693796433 |newline| raven said 1/15 for random night kill, i assumed that meant 1/15 for each villager to die during the night, and then responded that the wolves obviously wont kill their own, so i suggested 1/12 or 1/11 as the chances for each villager to die during the night on random NK choice (depending if we have 12 or 11 villagers at that point, based on our sacrifice results today). if we sacd a wolf, we would have 12 villagers, and thus a 1/12 chance for each of the villagers to die that night, but if we sacced a villager we would have 1/11 for each of the villagers to die that night. this is all i meant with these numbers. The fact he even suggests 1/15 for random NK makes me suspect him as WW a bit more (misstep of a wolf too deep in the "we are all together" cover mentality to remember there aren't 15 potential targets but 15-[WW couunt]?)	2020-06-24 08:17:22.002000	None	
conjugate	725263315755860008	Maybe I'm just misunderstanding you but if anything I think your logic there is very misleading in calculating the chances for jail to save NK target and show far worse chances - there is only sense in doing the (1/15)*(1/15) multiplication if you are after saving a specific person with jail, however, since you know there will be SOME kill target, you just need to jail that target, you don't care who he is(and thus don't need to [1/15 or 1/11 or 1/12 or whatever]-guess it), so the chances of random jail working on day1 NK are(remember, this was without assuming first term gov/chance protection) 2/15 if i am not mistaken? (1/15 to hit killer with jail, 1/15 to hit his target with jail, 13/15 to hit randoms unrelated to the NK process)	2020-06-24 08:17:29.217000	None	
conjugate	725263359108317204	**5) Refusing to answer who they think are sus?  It seems like such anti-town activity it's crazy to me.  I was actually blown away when this is the answer I got to the question "who do you think could possibly be a werewolf right now?** |newline|  |newline| Maybe this strategy makes no sense as village and as a new player i just didnt come to that conclusion yet but i understand i can't use that excuse for ANY move i make with which someone disagrees, so here is the basis for it: if for example... i say "i think ravenshard and mikael are wolves", and by chance it is correct, won't you be joyfully plotting to eat me alive during night phase to eliminate dangerous opinions? this was my line of thinking behind not spilling all my (mostly unbased on anything at that point) hunches, but I guess I can do that now if it will make you less worried:	2020-06-24 08:17:39.553000	None	
conjugate	725263458764849173	- mikael, for asking peddler to reveal themselves to him after saying peddler should be careful not to reveal themselves (or maybe he is just making a 5d chess move as a peddler but that seems a bit of a stretch) |newline| - raven, for the mob gathering "we have a frontrunner" statement (but maybe i overreacted a bit just because it was directed at me), and for (purposefully or not) showing extremely bad odds for random jail to work - at this point proven random was not confirmed banned, so maybe he was just worried he will have to use it if it becomes a concensus and he gets chancellor |newline| - very weak hunches for jerry and donkey for selecting their sac/gov at random before it was disallowed.	2020-06-24 08:18:03.313000	None	
conjugate	725263474988417066	thats it!	2020-06-24 08:18:07.181000	None	
conjugate	725263477610119170	:D	2020-06-24 08:18:07.806000	None	
conjugate	725272909790052382	im less worried about that remark if it was based on past traumas	2020-06-24 08:55:36.613000	None	
conjugate	725272966354698240	was not aware of that	2020-06-24 08:55:50.099000	None	
conjugate	725276864414875708	can you try to explain a bit why choosing sacrifice at random is a good thing as villager?	2020-06-24 09:11:19.469000	None	
conjugate	725276993037402202	doesn't seem particularly worse than just going off your guesses, but for a WW it allows to not reveal info that can later be read by village if u get caught	2020-06-24 09:11:50.135000	None	
conjugate	725277190727663656	i can see what u mean if we all decided together to stick with the random result, but if it's only u doing it	2020-06-24 09:12:37.268000	None	
conjugate	725287005118005269	So maybe we should all say who we r giving heirlooms to, every day	2020-06-24 09:51:37.201000	None	
conjugate	725287057781555252	And then when the peddler dies we will know who he gave heirlooms to	2020-06-24 09:51:49.757000	None	
conjugate	725287373532954624	The downside to this is i guess if WW catch on to who peddler is they can use this to fool us and understand which villagers are bound to trust one another?	2020-06-24 09:53:05.038000	None	
conjugate	725287751712374815	But now thay i think about it	2020-06-24 09:54:35.203000	None	
conjugate	725288018457657364	If we takr that approach, WW can just wait a day before killing peddler, then the suspicion goes on whoever he last gave heirloom to on last day, and not 1 before last, the actual WW	2020-06-24 09:55:38.800000	None	
conjugate	725288304693608518	So basically just by taking the hypothetical heirlooms by all approach we negate much of the power to receive meaningful info from it, and perhaps even get mislead by it entirely	2020-06-24 09:56:47.044000	None	
conjugate	725288498688688159	I still think it might be better than nothing, but maybe the hints approach is better	2020-06-24 09:57:33.296000	None	
conjugate	725289382961217557	i know that we kinda got over the point that revealing special roles early is kinda bad*, and i do agree with it after reading the arguments	2020-06-24 10:01:04.123000	2020-06-24 10:07:21.511000	
conjugate	725289454834548766	but my combo building urge came up with an idea for combining hound peddler	2020-06-24 10:01:21.259000	None	
conjugate	725289531355562016	cuz peddler seems so weak, but this combination may make it a bit stronger	2020-06-24 10:01:39.503000	None	
conjugate	725289565337813006	ok so lemme know what you think about this	2020-06-24 10:01:47.605000	None	
conjugate	725289760922533889	(if i take too long writing it means i understood my idea was stupid as i was writing it and had to change things:D:D)	2020-06-24 10:02:34.236000	None	
conjugate	725290279921254491	anyway, hound reveals day1 and becomes gov or chancellor for protection, peddler gives him heirloom, and then we can alternate dog getting government first term protection and dog getting jailed by someone who is chancellor and he knows he can trust, potentially	2020-06-24 10:04:37.975000	None	
conjugate	725290433751679087	it does give 2 clear targets to WWs in revealing both dog and peddler, but it also gives good targets for jail (will they risk trying to NK one of the two when each of them has 50% to be jailed?)	2020-06-24 10:05:14.651000	None	
conjugate	725290541318799370	and also increases our chances of sacing WWs since we become aware of two guaranteed villagers	2020-06-24 10:05:40.297000	None	
conjugate	725290770046779453	i think so, but it is also not required for this strategy, right?	2020-06-24 10:06:34.830000	None	
conjugate	725290814875631676	because you could alternate jail and first term protection	2020-06-24 10:06:45.518000	None	
conjugate	725291186356486252	oh, i thought its like.. if i am gov, i get protection, then iam nothing, then i am gov, i get protection again	2020-06-24 10:08:14.086000	None	
conjugate	725291454238425158	well, if we can only protect each of them once with the gov/chancellor first term, then it kinda ruins the strategy	2020-06-24 10:09:17.954000	None	
conjugate	725291897311985764	so yeah, scrap that	2020-06-24 10:11:03.591000	None	
conjugate	725292607843991614	but i kinda do like the notion of giving "obvious" kill target in hound to WWs due to it (probably?) making jailing hit% that much higher than random with the "will hound be jailed or not because we know they know we know they know" dilemma	2020-06-24 10:13:52.995000	None	
conjugate	725292632095457311	maybe something to consider for later	2020-06-24 10:13:58.777000	None	
conjugate	725292842951376917	let's hope none of the WWs are Sicilian	2020-06-24 10:14:49.049000	None	
conjugate	725293905762975784	4 WWs	2020-06-24 10:19:02.443000	None	
conjugate	725293910057943060	4 days	2020-06-24 10:19:03.467000	None	
conjugate	725293934833827953	short and easy game:)	2020-06-24 10:19:09.374000	None	
conjugate	725294148277764146	can assume 2 ppl drop per day?	2020-06-24 10:20:00.263000	None	
conjugate	725294216799977472	at least in the first few days	2020-06-24 10:20:16.600000	None	
conjugate	725294432760365106	8-10days total sounds sensible?	2020-06-24 10:21:08.089000	None	
conjugate	725313191428620348	dont think that suggestion is very relevant after will explained that the first term protection is for first ever term in government in the game per player, not "first term in a row"	2020-06-24 11:35:40.504000	None	
conjugate	725313399231086683	we can get back to the idea once hound reveals itself for other reasons i guess	2020-06-24 11:36:30.048000	None	
conjugate	725314438777012274	but about the roles being strongest in lylo - not sure if that is saying too much, because it seems like smart use of the roles earlier on has a chance to reveal enough info to the village and help make more educated guesses that may lead to us not even reaching lylo to start with	2020-06-24 11:40:37.895000	None	
conjugate	725314696516993105	if we withhold the special roles too much they might just die to random NKs	2020-06-24 11:41:39.345000	None	
conjugate	725315173727862784	48h after the initial message in votes channel	2020-06-24 11:43:33.121000	None	
conjugate	725316093618552962	ye	2020-06-24 11:47:12.440000	None	
conjugate	725316507801747526	i dont?	2020-06-24 11:48:51.189000	None	
conjugate	725316618829299802	if u read the context and not just the quote from ddl ull see it was part of a bigger argument	2020-06-24 11:49:17.660000	None	
conjugate	725316718674706482	it was a suggestion for a peddler hound combo that was based on first term protection assumption that was then explained to not work like that	2020-06-24 11:49:41.465000	None	
conjugate	725317042789679215	also i think if i were WW it would be extremely weird for me to keep pushing for such an idea that received general disdain from nearly everyone:)	2020-06-24 11:50:58.740000	None	
conjugate	725317526287810611	isnt rogue kill also becoming increasingly more powerful the longer we go (and have more % WW than villagers)	2020-06-24 11:52:54.015000	None	
conjugate	725317566909907015	so forcing it on day1 can be rather good for village?	2020-06-24 11:53:03.700000	None	
conjugate	725317655636082698	not saying that they would use rogue day1 on a hound reveal essentially	2020-06-24 11:53:24.854000	None	
conjugate	725317706835951636	but it's something to consider	2020-06-24 11:53:37.061000	None	
conjugate	725317855570165850	but just to be clear - i am not suggesting we hound reveal now	2020-06-24 11:54:12.522000	None	
conjugate	725318047459573841	how do they know if the hound is in jail?	2020-06-24 11:54:58.272000	None	
conjugate	725318072541511711	jailing happens during the night, no?	2020-06-24 11:55:04.252000	None	
conjugate	725318228813021224	hound being known instantly makes him a favorable jail target, so it's risky to vanilla kill him	2020-06-24 11:55:41.510000	None	
conjugate	725318299398832240	losing two townies at any time is a bad idea:D	2020-06-24 11:55:58.339000	None	
conjugate	725318343397081141	but losing two on day1 seems better than losing them later	2020-06-24 11:56:08.829000	None	
conjugate	725318792158248962	if i were a rogue i would want to sit silent and keep my ability for the longest time possible, then use it to shift the tides with 2 town kills at once	2020-06-24 11:57:55.822000	None	
conjugate	725318960073015347	going from 11-4 to 9-4 is much weaker than going from 4-2 to 2-2	2020-06-24 11:58:35.856000	None	
conjugate	725319357873258569	agree	2020-06-24 12:00:10.699000	None	
conjugate	725319372792528906	chancellor werewolf is very bad	2020-06-24 12:00:14.256000	None	
conjugate	725319519827918909	which is why the non-working theory had a peddler revealing to the hound so he can be a trusty chancellor for him:D	2020-06-24 12:00:49.312000	None	
conjugate	725319653462900747	but since the theory is a non-working theory+ we dont even know if we have hound or peddler, guess we can abandon this line	2020-06-24 12:01:21.173000	None	
conjugate	725321458644942879	consider calling it patron next game, and then when they reveal to some1 they get a coffer instead of heirloom:D	2020-06-24 12:08:31.562000	None	
conjugate	725321504291684372	get that dominion lore in the game!	2020-06-24 12:08:42.445000	None	
conjugate	725321644004081705	on a more serious note	2020-06-24 12:09:15.755000	None	
conjugate	725321674014326806	do we know+- based on previous games*	2020-06-24 12:09:22.910000	2020-06-24 12:10:08.699000	
conjugate	725321712014721094	the potential existence of a special role	2020-06-24 12:09:31.970000	None	
conjugate	725321777655578684	how much % does it give to that role actually being in the game?	2020-06-24 12:09:47.620000	None	
