Author	Id	Content	Created_at	Edited_at	Mentions
Ravenshard	725067202268627088	having no gov is the worst thing possible	2020-06-23 19:18:12.118000	None	
Ravenshard	725067723364761650	whoever has over half before the deadline or whoever has most at the deadline	2020-06-23 19:20:16.357000	None	
Ravenshard	725067870241030265	oh no, someone else will probably be chosen	2020-06-23 19:20:51.375000	None	
Ravenshard	725067910632046713	Sharur will have a strong chance once they show up	2020-06-23 19:21:01.005000	None	
Ravenshard	725071391346655272	because the werewolf who is gov does the kill	2020-06-23 19:34:50.872000	None	
Ravenshard	725071419448492072	wait, that's actually non 0	2020-06-23 19:34:57.572000	None	
Ravenshard	725071480186208406	because chancellor and choose to jail the governor	2020-06-23 19:35:12.053000	None	
Ravenshard	725071575917002854	the only way it's 0 is if chancellor is ww	2020-06-23 19:35:34.877000	None	
Ravenshard	725071803730362428	so should we organize into parties now or later?	2020-06-23 19:36:29.192000	None	
Ravenshard	725071872974127184	(that question was sarcastic)	2020-06-23 19:36:45.701000	None	
Ravenshard	725072030395007069	<:madman:380588527643262976>	2020-06-23 19:37:23.233000	None	
Ravenshard	725072227145613373	i'd definitely be in "hound doesn't reveal" party	2020-06-23 19:38:10.142000	None	
Ravenshard	725072260221763607	but I imagine everyone migrates that way	2020-06-23 19:38:18.028000	None	
Ravenshard	725072357290672140	fircoal give me a yummy paragraph to read	2020-06-23 19:38:41.171000	None	
Ravenshard	725072546076164217	the crap party (literally was a canadian political party)	2020-06-23 19:39:26.181000	None	
Ravenshard	725072786837471352	I'll re-read and find who else thought it was a decent idea, it was more than just cat	2020-06-23 19:40:23.583000	None	
Ravenshard	725072830844239873	if we keep having bad ideas like that, I'll be day-drinking for the next two weeks	2020-06-23 19:40:34.075000	None	
Ravenshard	725073148713762917	glad we lose our one of possibly two confirmed villagers	2020-06-23 19:41:49.861000	None	
Ravenshard	725073438716461086	when I meant a yummy paragraph, I was hoping it would relate to why I should vote for mik	2020-06-23 19:42:59.003000	None	
Ravenshard	725076328583266305	you uhhh, could just vote for someone to be gov that you would listen to caetra	2020-06-23 19:54:28.001000	None	
Ravenshard	725076720645963796	the protection is only that they can't be sac'd?	2020-06-23 19:56:01.476000	None	
Ravenshard	725077035000660018	^	2020-06-23 19:57:16.424000	None	
Ravenshard	725077038842511462	yup	2020-06-23 19:57:17.340000	None	
Ravenshard	725077065254043769	I had to double check myself	2020-06-23 19:57:23.637000	None	
Ravenshard	725078479376220250	I think I'd prefer Fircoal to be governor right now, they're my first choice	2020-06-23 20:03:00.790000	None	
Ravenshard	725078586716979353	14:38 UTC on Wednesday is when the governor poll closes	2020-06-23 20:03:26.382000	None	
Ravenshard	725078798478999624	cause Fircoal is the only person so far who has said something I've actually agreeded with.  or at least hasn't made me consider drinking today yet	2020-06-23 20:04:16.870000	None	
Ravenshard	725079310624358514	Sharur plz talk some sense into these people.  they're turning me into an alcoholic	2020-06-23 20:06:18.975000	None	
Ravenshard	725079334599000094	and i'm playing friendly now	2020-06-23 20:06:24.691000	None	
Ravenshard	725099104031473736	I like how Sharur came on and we immediately registered like, 250 messages in half an hour	2020-06-23 21:24:58.091000	None	
Ravenshard	725118164299415642	I better get chancellor, I did all of pqr's work for them 👀	2020-06-23 22:40:42.413000	None	
Ravenshard	725119146374725753	I'll probably make a case for a scum read later tonight	2020-06-23 22:44:36.558000	None	
Ravenshard	725119740711927939	I was thinking the same thing a bit pqr.  If i was a wolf (I'm not), I'd probably gently push for gov but back down if anyone else is interested.  I'd be wanting to get it uncontested and wait 3-4 days to do so if necessary	2020-06-23 22:46:58.259000	None	
Ravenshard	725158937485115475	does gov need 8 or 9 right now?	2020-06-24 01:22:43.498000	None	
Ravenshard	725158982720946257	okay	2020-06-24 01:22:54.283000	None	
Ravenshard	725162134522298418	My case for a scum read on catoftheyear: |newline| > I say we sacrifice some1 that didnt talk up to this point |newline| 1) Suggested to go after lurkers 20 minutes into the game, was pre-mature to say the least. |newline| > So how about the doggovernor plan? |newline| 2) Suggested hound reveal themselves D1 to become gov.  It's a decent idea, but it's still asking for PRs to claim D1 when we have 1 maybe 2.  Truffles suggested the same thing in game 5.5  Now you may say Cat backed down from this suggestion and doesn't support it anymore and played it off as inexperience.  Truffles has a similar excuse of only playing g5 and saying the mass claim there was the only meta she knew. |newline| > im gonna vote sacrifice for raven, he seems to be very quick to blame others |newline| 3) Voted for me cause I'm "quick to blame others" - this is an opinion and it's fine.  I just don't know where I was "blaming" others anywhere.  The most I'd said is that we had a frontrunner (cat) and disagreed with about every idea put forward |newline| > so 1/11 or 1/12 for the random night kill |newline| 4)  Bad logic, to me it appears Cat is trying to mislead town.  Numbers are hard so I'm not blaming them, but nonetheless, bad logic |newline| > good question, i dont have any particularly strong hunch |newline| > also im not entirely sure if i just wanna throw all my guesses out here just yet, if they are too good maybe i will be swiftly rid of in night phase |newline| > i tend to assume people who aggressively blame me are WWs, but they might just be paranoid villagers:) |newline| 5) Refusing to answer who they think are sus?  It seems like such anti-town activity it's crazy to me.  I was actually blown away when this is the answer I got to the question "who do you think could possibly be a werewolf right now?"	2020-06-24 01:35:25.731000	None	
Ravenshard	725162193041227828	sorry for wall of text, said I was going to make a case	2020-06-24 01:35:39.683000	None	
Ravenshard	725162274976694282	it's just a scum read, idk if sacrifice is correct right now	2020-06-24 01:35:59.218000	None	
Ravenshard	725165982829772861	I thought I'd get 3 points, but I found 5 when I looked back	2020-06-24 01:50:43.239000	None	
Ravenshard	725166296164991087	yeah, that's why I said not sure if sacrifice is right	2020-06-24 01:51:57.944000	None	
Ravenshard	725166467200581642	they said they hadn't played in 312 years	2020-06-24 01:52:38.722000	None	
Ravenshard	725167000321654834	I	2020-06-24 01:54:45.828000	None	
Ravenshard	725167039404048464	I'll just link to the start of that convo than trying to explain it Sharur	2020-06-24 01:54:55.146000	None	
Ravenshard	725167460877205514	This is right before the "bad logic" quote I pulled, so about 10 messages down is the quote |newline| https://discordapp.com/channels/212660788786102272/720674005807267881/725031518342348911	2020-06-24 01:56:35.633000	None	
Ravenshard	725168503208017950	1/11 or 1/12 that we randomly select the night kill to jail iirc	2020-06-24 02:00:44.144000	None	
Ravenshard	725168794879918100	we were talking about who the chancellor should jail, and started arguing about the math for the odds of the chancellor randomly selecting the right one	2020-06-24 02:01:53.684000	None	
Ravenshard	725168896461504593	okay then mine and cat's logic is bad lol	2020-06-24 02:02:17.903000	None	
Ravenshard	725168937771335700	cause I said 1/15	2020-06-24 02:02:27.752000	None	
Ravenshard	725168982339879459	forgot the gov can't be killed	2020-06-24 02:02:38.378000	None	
Ravenshard	725169011297484831	yeah	2020-06-24 02:02:45.282000	None	
Ravenshard	725169071611707404	so it's 1/13 \* 1/13 which is 1/169 (nice)	2020-06-24 02:02:59.662000	None	
Ravenshard	725171000127520931	maybe it was a huge misunderstanding.  regardless I wanted to get it out early-ish why I thought coty should be a contender for sacrifice d1	2020-06-24 02:10:39.456000	None	
Ravenshard	725171195900723222	w/o factoring in chancellor jailing someone, it's rather simple	2020-06-24 02:11:26.132000	None	
Ravenshard	725171209997778975	not useful I think	2020-06-24 02:11:29.493000	None	
Ravenshard	725171572628914258	if you're going to math, do it in a latex document somewhere and link it here 😛	2020-06-24 02:12:55.951000	None	
Ravenshard	725172916261748736	lol I've been here most of the day and Sharur already doubles my message count	2020-06-24 02:18:16.298000	None	
Ravenshard	725172980027752448	anyways, I'll re-read the Sharur et Caetra convo later tonight else tomorrow	2020-06-24 02:18:31.501000	None	
Ravenshard	725174739135365130	frik even caetra is beating me	2020-06-24 02:25:30.905000	None	
Ravenshard	725174741521924147	wtf	2020-06-24 02:25:31.474000	None	
Ravenshard	725175718031654913	yeah yeah, I know it's not a contest	2020-06-24 02:29:24.292000	None	
Ravenshard	725175770783154267	don't worry, I came up with a plan to look at who's contributing 😛	2020-06-24 02:29:36.869000	None	
Ravenshard	725176078947319848	it's the win condition, right?	2020-06-24 02:30:50.341000	None	
Ravenshard	725176363195039745	woohoo	2020-06-24 02:31:58.111000	None	
Ravenshard	725176386863497257	that's the next experimental game	2020-06-24 02:32:03.754000	None	
Ravenshard	725178383146811422	okay I re-read the Sharur/Caetra convo, and I understand Sharur's reaction, but I'm able to see Caetra's reasoning.  I'd say there was a communication error and the language triggered Sharur a bit and threw him off.  I don't see anything sus about what Caetra said, or what Sharur said	2020-06-24 02:39:59.705000	None	
Ravenshard	725179207365427240	what	2020-06-24 02:43:16.214000	None	
Ravenshard	725179303612121190	like I understand why you got upset, but I really think a large portion of it was a misunderstanding between the two of you	2020-06-24 02:43:39.161000	None	
Ravenshard	725179584189825035	I mean I wouldn't say you were really triggered, perhaps surprised would've been a better word to use	2020-06-24 02:44:46.056000	None	
Ravenshard	725179617962360846	yeah, I should've used surprised instead	2020-06-24 02:44:54.108000	None	
Ravenshard	725337963743019048	Okay good morning to all of us in the Americas and good afternoon to all of those in EU/Africa/West Asia	2020-06-24 13:14:06.684000	None	
Ravenshard	725338057246638161	with the governor basically elected, probably best to put forward those who you want to sacrifice today	2020-06-24 13:14:28.977000	None	
Ravenshard	725338134459711569	I've already made my case, but having multiple options is always good	2020-06-24 13:14:47.386000	None	
Ravenshard	725344783995764846	I browsed them	2020-06-24 13:41:12.759000	None	
Ravenshard	725347411782008862	and I didn't feel the need to comment	2020-06-24 13:51:39.272000	None	
Ravenshard	725348978815664228	more so because it's not in the towns interest to have us going back and forth today.  Rather, it'd be better for others to take the lead today	2020-06-24 13:57:52.882000	None	
Ravenshard	725356765901881394	Question from the media - Can overlord pqr promise us they're not a werewolf?	2020-06-24 14:28:49.468000	None	
Ravenshard	725357091723935775	lol	2020-06-24 14:30:07.150000	None	
Ravenshard	725357293004390440	Another question from the media - What is your proposal for finding wolves?	2020-06-24 14:30:55.139000	None	
Ravenshard	725358610015846512	and there's the first coalition forming 😛	2020-06-24 14:36:09.139000	None	
Ravenshard	725358689963212902	lmao correct	2020-06-24 14:36:28.200000	None	
Ravenshard	725358946155626547	now overlord pqr begins their role	2020-06-24 14:37:29.281000	None	
Ravenshard	725359000954208376	I think they're gov until we elect another one (if we do) d2	2020-06-24 14:37:42.346000	None	
Ravenshard	725360174021345301	"On June 23, 2020, a day that will live in infamy, the peaceful village of border was intentionally and deliberately infested with werewolves"	2020-06-24 14:42:22.027000	None	
Ravenshard	725368919791239230	I'd really prefer D1 isn't defined by myself and and coty going at each other, and the sacrifice is one of us	2020-06-24 15:17:07.181000	None	
Ravenshard	725368952175460353	that really limits the field, and probably helps the wolf	2020-06-24 15:17:14.902000	None	
Ravenshard	725368968201633866	wolves*	2020-06-24 15:17:18.723000	None	
Ravenshard	725370427517435954	I don't think I actually ever called you a wolf.  I rather said I had a scum read on you	2020-06-24 15:23:06.651000	None	
Ravenshard	725370551740399617	no, cause I enver said we should sacrifice coty	2020-06-24 15:23:36.268000	None	
Ravenshard	725370813628285018	they're similar,but I disagree they're exactly the same	2020-06-24 15:24:38.707000	None	
Ravenshard	725371479587422358	fircoal accused mik of bandwagoning	2020-06-24 15:27:17.484000	None	
Ravenshard	725371510780461096	but that isn't what Sharur is referring to	2020-06-24 15:27:24.921000	None	
Ravenshard	725377386333470720	There's a lot of us who are higher-posters	2020-06-24 15:50:45.762000	None	
Ravenshard	725377426074370168	with more appearing, I move into the middle-of-the-road catagory	2020-06-24 15:50:55.237000	None	
Ravenshard	725377523063717958	sure let's talk about Mik, idk what else to say about Caetra	2020-06-24 15:51:18.361000	None	
Ravenshard	725382885800149063	I could get behind announcing you were visted by the peddler and what heirloom you got	2020-06-24 16:12:36.937000	None	
Ravenshard	725382932268581006	Again, it's not confirmed that peddler exists in this game	2020-06-24 16:12:48.016000	None	
Ravenshard	725382970193477684	so we could have a repeat of g5	2020-06-24 16:12:57.058000	None	
Ravenshard	725386730512973836	so far I think we've established that Caetra has a phobia of math	2020-06-24 16:27:53.588000	None	
Ravenshard	725387072768311477	I would, I'd expect everyone to expect me to not pick a scum chancellor lol	2020-06-24 16:29:15.188000	None	
Ravenshard	725387142775308409	ah, childhood	2020-06-24 16:29:31.879000	None	
Ravenshard	725387900002500749	I haven't updated my voting since the early random voting pqr	2020-06-24 16:32:32.416000	None	
Ravenshard	725390224758276116	I'm working on enhancing my analysis for you Sharur	2020-06-24 16:41:46.681000	None	
