Author	Id	Content	Created_at	Edited_at	Mentions
DDL	725009574536544400	maybe they shouldjust go to a highly trusted player. if they are town that's a key target, if they are mafia that's a potential deepwolf	2020-06-23 15:29:12.596000	None	
pqr	725010246686343297	I feel like they should keep their intentions under their hat so as not to give wolfs ideas	2020-06-23 15:31:52.849000	None	
Caetra	725010279397851146	yeah I mean both governor and chancellor should just be People Who We Think Are Town |newline| and governor isn't that meaningful other than the chancellor choice, because they should NEVER block the sacrifice	2020-06-23 15:32:00.648000	None	
conjugate	725010344795177011	what indication we have that anyone is town at this point	2020-06-23 15:32:16.240000	None	
Caetra	725010387862421564	we don't	2020-06-23 15:32:26.508000	None	
DDL	725010540312789033	we can have hunches. though at this point even those should be weak	2020-06-23 15:33:02.855000	None	
conjugate	725010609845960724	they should NEVER block with sacrifice sounds a bit much?	2020-06-23 15:33:19.433000	None	
conjugate	725010736803217509	for example they should block if they were given heirloom by peddler and they know they r saving village i guess	2020-06-23 15:33:49.702000	None	
conjugate	725010845754720347	but agree that generally blocking out of the blue sounds suspicious especially early	2020-06-23 15:34:15.678000	None	
Caetra	725010863936897134	okay yes you can edge case me with conf town |newline| even if they are town and think the person being voted is town, they should not block it, is what I am saying	2020-06-23 15:34:20.013000	None	
Caetra	725010903883448432	killing a vanillager is fine	2020-06-23 15:34:29.537000	None	
pqr	725010904256741498	Unless they're a wolf who's winning the game at lylo I don't see a reason to block ever	2020-06-23 15:34:29.626000	None	
conjugate	725010999761174529	sounds about right	2020-06-23 15:34:52.396000	None	
pqr	725011065620135959	If they know it's the peddler that person should claim and let the town choose another target	2020-06-23 15:35:08.098000	None	
DDL	725011195987492874	sacrifices are usually better for town than not sacirificing, almost every time	2020-06-23 15:35:39.180000	None	
DDL	725011222507814975	except for thos eedge cases yeah	2020-06-23 15:35:45.503000	None	
Ravenshard	725011767331258418	ya'll are madlads and madlasses... idek how you can support the hound coming out today	2020-06-23 15:37:55.399000	None	
conjugate	725011854304215090	never played with hound, can u explain a bit about the reasoning for keeping him secret?	2020-06-23 15:38:16.135000	None	
conjugate	725011877599379557	just to not make him a target for wolves?	2020-06-23 15:38:21.689000	None	
Caetra	725012068465508374	> ya'll are madlads and madlasses... idek how you can support the hound coming out today |newline| <@503775238996361226> because we always have a jailkeeper so we can have a confirmed town who's untouchable at night	2020-06-23 15:39:07.195000	None	,Ravenshard#0976
Caetra	725012128758628423	so we can just let that person lead	2020-06-23 15:39:21.570000	None	
Ravenshard	725012154482425987	i'd rather use chancellor to find wolves	2020-06-23 15:39:27.703000	None	
conjugate	725012168499789905	i think the notion of trying to chancellor suspect wolves	2020-06-23 15:39:31.045000	None	
conjugate	725012171343396915	ye	2020-06-23 15:39:31.723000	None	
conjugate	725012184043749387	sounded stronger	2020-06-23 15:39:34.751000	None	
Ravenshard	725012255892045934	change to that strategy when hound is out	2020-06-23 15:39:51.881000	None	
Ravenshard	725012308300136500	plus how do you expect to protect the hound against rogue kill?	2020-06-23 15:40:04.376000	None	
DDL	725012334094974977	hound should only claim if they are in dangers of being sacced imo	2020-06-23 15:40:10.526000	None	
pqr	725012336670277643	Wolves have an unblockable kill so they can just take them out immediately	2020-06-23 15:40:11.140000	None	
DDL	725012405540749392	or in endgame	2020-06-23 15:40:27.560000	None	
Ravenshard	725012504962400386	hound claims at lylo or when it would put us close to having it "in hand"	2020-06-23 15:40:51.264000	None	
DDL	725012529469849691	> never played with hound, can u explain a bit about the reasoning for keeping him secret? |newline| <@!173497654561603584>  |newline|  |newline| the advantage of having a confirmed player is that they don't get killed by us	2020-06-23 15:40:57.107000	None	,conjugate#3677
DDL	725012595249250425	so if we aren't suspecting them they have no reason to reveal themselves and paint a target on their back	2020-06-23 15:41:12.790000	None	
Caetra	725012601129664553	i mean, even a few days in I think hound claim would be reasonable to narrow down the vote pool even if the game isn't won	2020-06-23 15:41:14.192000	None	
Caetra	725012624021913711	not day 1, I agree	2020-06-23 15:41:19.650000	None	
conjugate	725012665440927775	isnt it better to bait out the unblockable kill while the numbers are high	2020-06-23 15:41:29.525000	None	
DDL	725012690191384576	also a lylo reveal could win the game yeah	2020-06-23 15:41:35.426000	None	
conjugate	725012704988758107	seems like rogue becomes stronger the fewer our numbers get	2020-06-23 15:41:38.954000	None	
DDL	725012888980553839	what is the chance that wolves not having the unblockable kill will matter in the end, though?	2020-06-23 15:42:22.821000	None	
pqr	725012937734881440	Waiting too long for the hound increases the odds they get night killed the old fashioned way and town gets no value from the role	2020-06-23 15:42:34.445000	None	
DDL	725013011890307072	I dunno never seen anyone try to bait an unblockable kill. if they use the kill that's already an advantage they are having	2020-06-23 15:42:52.125000	None	
Ravenshard	725013059835396106	hound literally has no value right now	2020-06-23 15:43:03.556000	None	
pqr	725013082094698589	But for the first couple of days the odds of that are unlikely	2020-06-23 15:43:08.863000	None	
DDL	725013187895754826	if they get killed the old fashioned way they it would happen anyway	2020-06-23 15:43:34.088000	None	
DDL	725013234486214837	revealing themselves only increases the chance that happens	2020-06-23 15:43:45.196000	None	
Ravenshard	725013247945867345	why can't ntb be in this game to support me and telling ya'll that you're all crazy	2020-06-23 15:43:48.405000	None	
conjugate	725013353738797167	u convinced me at least	2020-06-23 15:44:13.628000	None	
conjugate	725013372235546814	(but im still crazy)	2020-06-23 15:44:18.038000	None	
conjugate	725013388442468402	madman*	2020-06-23 15:44:21.902000	None	
Ravenshard	725013568818511904	Did bluey confirm if we have 3 or 4 wolves?  with 16 I thought we'd have 4 but not confirmed at all iirc	2020-06-23 15:45:04.907000	None	
pqr	725013680139403284	Mid game is probably best to reveal imo, but it's ultimately the decision of the individual in question (if they even exist? I don't think it's confirmed) so I dunno how much we gain from speculating about it	2020-06-23 15:45:31.448000	None	
conjugate	725013742185742337	no confirmation yet	2020-06-23 15:45:46.241000	None	
Ravenshard	725013917507780688	hound is confirmed to exist, along with peddler and rogue	2020-06-23 15:46:28.041000	None	
Ravenshard	725013971626754088	oh wait, hmmm	2020-06-23 15:46:40.944000	None	
conjugate	725013984801194024	up to 1	2020-06-23 15:46:44.085000	None	
Ravenshard	725014003754991707	it says "max 1", so I suppose they may not exist	2020-06-23 15:46:48.604000	None	
Ravenshard	725014030212792360	having no prs would be great lol	2020-06-23 15:46:54.912000	None	
conjugate	725014113033650237	maybe there r no wolves at all	2020-06-23 15:47:14.658000	None	
conjugate	725014122147872818	did we win?	2020-06-23 15:47:16.831000	None	
Ravenshard	725014190661697547	no	2020-06-23 15:47:33.166000	None	
Bluey The Bear	725014201482870815	Can confirm there is at least one wolf	2020-06-23 15:47:35.746000	None	
Ravenshard	725014220864880730	thanks bluey	2020-06-23 15:47:40.367000	None	
pqr	725014230872489984	Boo	2020-06-23 15:47:42.753000	None	
Ravenshard	725014245384912958	can you tell us if we hit lylo?	2020-06-23 15:47:46.213000	None	
Ravenshard	725014268910764112	or mylo	2020-06-23 15:47:51.822000	None	
Ravenshard	725014408606253118	inb4 we're actually just playing serial killer and there's only 1 killer and they sit alone in the wolf den talking to themselves	2020-06-23 15:48:25.128000	None	
pqr	725014589544071179	I think it's fairly safe to move forward with the assumption of 4 wolves including a rougue and at least one town pr	2020-06-23 15:49:08.267000	None	
Caetra	725014616715034716	I would assume that a 16 player game has 4 scum, so I would assume that if we get to, say, 9, with no wolves dead	2020-06-23 15:49:14.745000	None	
Caetra	725014626462335008	yeah	2020-06-23 15:49:17.069000	None	
Caetra	725014685081927741	if there are fewer than 4 that's just a bonus	2020-06-23 15:49:31.045000	None	
Caetra	725014764127911966	if there are 5 then the game is bad	2020-06-23 15:49:49.891000	None	
Ravenshard	725014770490802257	I was hoping on the morning that there's 9 of us left Bluey would say something like "Warning!  you're in lylo!" or something like that	2020-06-23 15:49:51.408000	None	
Caetra	725014852694835220	i will operate under the assumption there are 4	2020-06-23 15:50:11.007000	None	
Ravenshard	725014879370739743	same probably	2020-06-23 15:50:17.367000	None	
Bluey The Bear	725015000799903866	I’ll just confirm it: there are 4	2020-06-23 15:50:46.318000	None	
Caetra	725015021733806140	thanks	2020-06-23 15:50:51.309000	None	
pqr	725015033293176982	Ok	2020-06-23 15:50:54.065000	None	
Ravenshard	725015200071155804	thanks bluey ❤️	2020-06-23 15:51:33.828000	None	
Fircoal	725020807092240475	Yay game started	2020-06-23 16:13:50.646000	None	
Fircoal	725021109547958403	I dont like the idea of the hound claiming nor do I like these random votes. They feel like a nice disguise so that peeps dont have to put something forward. Just blame random.	2020-06-23 16:15:02.757000	None	
bazkitcase5	725022337942028315	I was hound last game and felt my biggest advantage was to stay alive as long as possible and hope to surprise catch a wolf later in the game	2020-06-23 16:19:55.629000	None	
bazkitcase5	725022489729826888	Definitely seems like that is the strength of the role	2020-06-23 16:20:31.818000	None	
Ravenshard	725022605203079211	If you wanted a serious vote, I'd consider someone who said "hey, the hound should confirm right now!"	2020-06-23 16:20:59.349000	None	
bazkitcase5	725022829019398214	I agree, that certainly seems sus to me	2020-06-23 16:21:52.711000	None	
Ravenshard	725023112374255747	I think we'll have to work with less evidence than previous games, cause day-chat allows for much more communication and planning for wolves during the day	2020-06-23 16:23:00.268000	None	
eh1414	725023208612298804	seems too obvious though. like if someone’s asking that, it seems more to me that they may not know the strategy etc behind the role, rather than trying to actually force a claim as a wolf	2020-06-23 16:23:23.213000	None	
Fircoal	725023279672197183	I dont think there needs to be a serious vote	2020-06-23 16:23:40.155000	None	
Fircoal	725023406101364767	Just it's easy to brush off random votes and they just dont do much espeically when out in the open like this.	2020-06-23 16:24:10.298000	None	
DDL	725023542391079036	I mean on day none of the votes will be too serious	2020-06-23 16:24:42.792000	None	
DDL	725023573432860742	but we should at least try and state our opinions	2020-06-23 16:24:50.193000	None	
bazkitcase5	725023580408250428	That is certainly plausible eh, but still worth noting	2020-06-23 16:24:51.856000	None	
DDL	725023612897329236	out some words behind the vote	2020-06-23 16:24:59.602000	None	
DDL	725023658191487036	I mean on day 1 none*	2020-06-23 16:25:10.401000	None	
DDL	725023743331795036	who was it who was random voting again?	2020-06-23 16:25:30.700000	None	
conjugate	725024045736656916	jerry	2020-06-23 16:26:42.799000	None	
conjugate	725024221344038926	not sure about mafia but	2020-06-23 16:27:24.667000	None	
DDL	725024321701150800	ok I'll non random vote there then	2020-06-23 16:27:48.594000	None	
conjugate	725024325899518033	in resistance spies many times tend to justify their votes by "eh random choice"	2020-06-23 16:27:49.595000	None	
conjugate	725024489611591811	dont think its anything to build on, but random seems like the worst thing, just lets ppl avoid interaction	2020-06-23 16:28:28.627000	None	
DDL	725024491302027414	townies do that sometimes tbhy	2020-06-23 16:28:29.030000	None	
DDL	725024545982906448	it's just a lazy thing, and lazy is not necessarily indicative of alignment	2020-06-23 16:28:42.067000	None	
conjugate	725024823587242054	+i have conclusive evidence that he figured out the random seed used by dombot by spamming trillions of PMs and KNEW who would come up in random, hence whoever was offered as sacrifice is clearly village!@!	2020-06-23 16:29:48.253000	None	
conjugate	725024833099923456	(no)	2020-06-23 16:29:50.521000	None	
conjugate	725025188558667798	im gonna vote sacrifice for raven, he seems to be very quick to blame others	2020-06-23 16:31:15.269000	None	
conjugate	725025623621238825	for now anyway:)	2020-06-23 16:32:58.996000	None	
mikaelsson	725028777188524153	Voting for a sacrifice before voting for a governor seems a bit WWish. Not having a gov means we don’t have a chancellor and not have the opportunity to stop the night kill...	2020-06-23 16:45:30.865000	None	
mikaelsson	725029117996564513	So even if most of you are joking around, we should definitely vote for a gov first.	2020-06-23 16:46:52.120000	None	
Fircoal	725029325702692944	We need a gov before sacrifice but that doesnt mean we shouldn't apply pressure before we get a governor, that seems really silly to me	2020-06-23 16:47:41.641000	None	
Fircoal	725029411589456013	It's not like were likely to sacrifice until the last couple of hours anyway	2020-06-23 16:48:02.118000	None	
Ravenshard	725029528342364260	knowing our history, we'll wait until 3 hours left to go "okay who should we sac"	2020-06-23 16:48:29.954000	None	
mikaelsson	725030353131143280	Does the gov get elected if he has the majority of the votes before deadline or is it at the actual deadline the votes gets counted to see who has won it?	2020-06-23 16:51:46.599000	None	
Bluey The Bear	725030648410014028	As written it would be at the deadline but it would make sense to award it early if someone gets a majority	2020-06-23 16:52:56.999000	None	
Ravenshard	725030703863169046	okie, that's what I was thinking about probably happen	2020-06-23 16:53:10.220000	None	
conjugate	725031518342348911	hmm, speaking of random	2020-06-23 16:56:24.407000	None	
conjugate	725031560696430603	shouldnt whoever the chancellor saves be random at least on day1	2020-06-23 16:56:34.505000	None	
conjugate	725031580279504957	public random	2020-06-23 16:56:39.174000	None	
conjugate	725031635535265882	to ensure that in the case we got a WW chancellor	2020-06-23 16:56:52.348000	None	
conjugate	725031642946863196	ohwait	2020-06-23 16:56:54.115000	None	
Ravenshard	725031652136583178	well we're going to argue over the chancellor picking a wolve vs someone we think will be targeted	2020-06-23 16:56:56.306000	None	
conjugate	725031695211954269	but then WW can see who it is and simply go other target xd	2020-06-23 16:57:06.576000	None	
mikaelsson	725031731450740867	Obv not random before the night	2020-06-23 16:57:15.216000	None	
conjugate	725031731765313627	nvm scratch that	2020-06-23 16:57:15.291000	None	
conjugate	725031828343488552	yeah but random in night is not something they can prove, right?	2020-06-23 16:57:38.317000	None	
mikaelsson	725031922794889216	I meant to write public not random....	2020-06-23 16:58:00.836000	None	
conjugate	725032011265474651	but if random during night in a way that can be proven to us is possible	2020-06-23 16:58:21.929000	None	
conjugate	725032036288692294	it sounds like the best solution?	2020-06-23 16:58:27.895000	None	
conjugate	725032153125093397	makes sure no weird shenanigans with WW dodging its ability happen	2020-06-23 16:58:55.751000	None	
conjugate	725032225220984862	it has 1/8 to work this way, right?	2020-06-23 16:59:12.940000	None	
conjugate	725032249220661298	if it hits the killer WW or his target	2020-06-23 16:59:18.662000	None	
conjugate	725032472034934862	while another way has less bc it has 1/8 if we have chance villager and 0 if chance WW?	2020-06-23 17:00:11.785000	None	
conjugate	725032597574385725	(please dont treat anything i say too seriously, i havnt played mafia in about 312 years and surely not with these new rules or on discord)	2020-06-23 17:00:41.716000	None	
conjugate	725032648476590091	and would love to hear why everything i say is absolute bullshit too	2020-06-23 17:00:53.852000	None	
conjugate	725032797550542869	oops, revealed that i lived over 312years, am now confirmed werewolf	2020-06-23 17:01:29.394000	None	
conjugate	725032830337548449	sac me	2020-06-23 17:01:37.211000	None	
Ravenshard	725033982286364772	ugh I could work out the math and probabilities if you give me some time and paper	2020-06-23 17:06:11.857000	None	
Ravenshard	725034028083970099	the odds are so low for that to randomly occur tho	2020-06-23 17:06:22.776000	None	
conjugate	725034121838985288	16 players, 2 good targets, no?	2020-06-23 17:06:45.129000	None	
Ravenshard	725034162678923344	15 players, one will die at sacrifice today	2020-06-23 17:06:54.866000	None	
conjugate	725034204819095574	oh sacrifice is before night	2020-06-23 17:07:04.913000	None	
conjugate	725034272385139231	even better then:)	2020-06-23 17:07:21.022000	None	
Ravenshard	725034285693796433	1/15 for random night kill \* 1/15 for random jailkeep	2020-06-23 17:07:24.195000	None	
Ravenshard	725034319055421608	that's 1/225 iirc	2020-06-23 17:07:32.149000	None	
Ravenshard	725034387846201436	or they jail the killer, which is 1/15	2020-06-23 17:07:48.550000	None	
Ravenshard	725034422532833283	that's why it's better to target the killer	2020-06-23 17:07:56.820000	None	
conjugate	725034481605541918	random night kill, what?	2020-06-23 17:08:10.904000	None	
